epoch,accuracy,loss,val_accuracy,val_loss
160,0.9389312863349915,0.24769799411296844,0.8771929740905762,0.5511360764503479
161,0.9541984796524048,0.180171400308609,0.859649121761322,0.5771629810333252
162,0.9465649127960205,0.1840307116508484,0.8771929740905762,0.4741648733615875
163,0.8778625726699829,0.27684101462364197,0.8947368264198303,0.47442427277565
164,0.9160305261611938,0.2308567315340042,0.8947368264198303,0.44378218054771423
165,0.9160305261611938,0.2878020405769348,0.8771929740905762,0.4912172257900238
166,0.9160305261611938,0.24522149562835693,0.9122806787490845,0.44767263531684875
167,0.9007633328437805,0.2966521084308624,0.8771929740905762,0.5268945097923279
168,0.9160305261611938,0.2727934420108795,0.8947368264198303,0.5319879055023193
169,0.9083969593048096,0.25521814823150635,0.8947368264198303,0.46792909502983093
170,0.8702290058135986,0.5421589612960815,0.8947368264198303,0.49479982256889343
171,0.885496199131012,0.41602540016174316,0.8947368264198303,0.47663164138793945
172,0.9083969593048096,0.3007950782775879,0.9122806787490845,0.48142653703689575
173,0.8778625726699829,0.32681596279144287,0.8771929740905762,0.49703270196914673
174,0.9083969593048096,0.2980266511440277,0.8947368264198303,0.4701073169708252
175,0.8778625726699829,0.3487962782382965,0.8947368264198303,0.43991491198539734
176,0.8778625726699829,0.27874717116355896,0.8947368264198303,0.4616228938102722
177,0.885496199131012,0.3382592499256134,0.9122806787490845,0.4218659996986389
178,0.8931297659873962,0.24921710789203644,0.9298245906829834,0.3398110568523407
179,0.9160305261611938,0.21446585655212402,0.9298245906829834,0.34482693672180176
180,0.9007633328437805,0.2710217833518982,0.9298245906829834,0.37589049339294434
181,0.9007633328437805,0.31726041436195374,0.9298245906829834,0.365464985370636
182,0.9389312863349915,0.23402640223503113,0.8771929740905762,0.4012833535671234
183,0.9007633328437805,0.251712441444397,0.9122806787490845,0.4009784758090973
184,0.9312977194786072,0.2277829647064209,0.9122806787490845,0.4288850724697113
185,0.9236640930175781,0.297127366065979,0.9122806787490845,0.43299296498298645
186,0.9312977194786072,0.2464982271194458,0.9122806787490845,0.4531131684780121
187,0.9083969593048096,0.2286488562822342,0.9122806787490845,0.4163787364959717
188,0.9236640930175781,0.29951196908950806,0.8947368264198303,0.410999059677124
189,0.885496199131012,0.3044034242630005,0.8771929740905762,0.5778104662895203
190,0.8320610523223877,0.5309658646583557,0.859649121761322,0.6243184208869934
191,0.885496199131012,0.3358805775642395,0.8771929740905762,0.5034924745559692
192,0.9389312863349915,0.2301456779241562,0.8947368264198303,0.49178412556648254
193,0.885496199131012,0.42629724740982056,0.8771929740905762,0.5375916957855225
194,0.8931297659873962,0.3246150314807892,0.859649121761322,0.590521514415741
195,0.9083969593048096,0.29538822174072266,0.8771929740905762,0.4990060031414032
196,0.885496199131012,0.38653329014778137,0.8771929740905762,0.46059298515319824
197,0.9160305261611938,0.25582870841026306,0.8771929740905762,0.4197407066822052
198,0.8625954389572144,0.3530759811401367,0.8947368264198303,0.4335906505584717
199,0.9007633328437805,0.30583712458610535,0.8771929740905762,0.4441443681716919
