epoch,accuracy,loss,val_accuracy,val_loss
0,0.0,3.857309579849243,0.017543859779834747,3.815640687942505
1,0.007633587811142206,3.7442500591278076,0.017543859779834747,3.8412482738494873
2,0.07633587718009949,3.7188503742218018,0.017543859779834747,3.858827590942383
3,0.06870228797197342,3.665144205093384,0.017543859779834747,3.8767752647399902
4,0.04580152779817581,3.6582071781158447,0.017543859779834747,3.8870632648468018
5,0.09923664480447769,3.5709331035614014,0.017543859779834747,3.919793128967285
6,0.09160305559635162,3.4905354976654053,0.035087719559669495,3.9181480407714844
7,0.13740457594394684,3.3769595623016357,0.05263157933950424,3.889639139175415
8,0.17557251453399658,3.3110365867614746,0.05263157933950424,3.8527350425720215
9,0.221374049782753,3.0942978858947754,0.017543859779834747,3.811129093170166
10,0.20610687136650085,3.1111154556274414,0.07017543911933899,3.702667236328125
11,0.21374045312404633,3.009084701538086,0.08771929889917374,3.677919626235962
12,0.21374045312404633,2.9440081119537354,0.08771929889917374,3.602520704269409
13,0.28244274854660034,2.788660764694214,0.10526315867900848,3.512321710586548
14,0.3664122223854065,2.4872851371765137,0.17543859779834747,3.4430768489837646
15,0.2977099120616913,2.447594165802002,0.22807016968727112,3.3282065391540527
16,0.4122137427330017,2.34256649017334,0.24561403691768646,3.174495220184326
17,0.42748090624809265,2.224945545196533,0.2631579041481018,3.087348222732544
18,0.42748090624809265,2.0561485290527344,0.2982456088066101,3.0124013423919678
19,0.5190839767456055,1.9649677276611328,0.31578946113586426,2.851301431655884
20,0.4580152630805969,1.9823633432388306,0.28070175647735596,2.7819175720214844
21,0.4885496199131012,1.883802056312561,0.35087719559669495,2.718878984451294
22,0.45038166642189026,1.8684775829315186,0.38596490025520325,2.641632556915283
23,0.5267175436019897,1.704824686050415,0.38596490025520325,2.5173540115356445
24,0.5419847369194031,1.646903395652771,0.4385964870452881,2.407963991165161
25,0.48091602325439453,1.8398799896240234,0.4736842215061188,2.3221395015716553
26,0.4885496199131012,1.806503415107727,0.4736842215061188,2.3028721809387207
27,0.5572519302368164,1.5459399223327637,0.5087719559669495,2.1611948013305664
28,0.6183205842971802,1.375138759613037,0.5087719559669495,2.132585287094116
29,0.6412213444709778,1.2917985916137695,0.42105263471603394,2.0162253379821777
30,0.6259542107582092,1.3311563730239868,0.45614033937454224,2.039445161819458
31,0.5343511700630188,1.5234085321426392,0.5087719559669495,1.9640655517578125
32,0.6412213444709778,1.2436271905899048,0.5614035129547119,1.806546926498413
33,0.694656491279602,1.0374932289123535,0.6140350699424744,1.719461441040039
34,0.6717557311058044,1.0950086116790771,0.5614035129547119,1.7338082790374756
35,0.6641221642494202,1.146131992340088,0.6842105388641357,1.6198339462280273
36,0.732824444770813,1.006003499031067,0.6842105388641357,1.4919131994247437
37,0.6183205842971802,1.1035277843475342,0.6315789222717285,1.4981465339660645
38,0.6488549709320068,1.0549081563949585,0.6140350699424744,1.509479284286499
39,0.7557252049446106,0.9414492845535278,0.7017543911933899,1.3866603374481201
40,0.6412213444709778,1.0085875988006592,0.7017543911933899,1.4419370889663696
41,0.7099236845970154,0.9229260087013245,0.6491228342056274,1.4582149982452393
42,0.732824444770813,0.8871316909790039,0.6842105388641357,1.3397202491760254
43,0.6793892979621887,0.913733720779419,0.7017543911933899,1.3044850826263428
44,0.7099236845970154,0.8813630938529968,0.7368420958518982,1.3886014223098755
45,0.7404580116271973,0.8447018265724182,0.7543859481811523,1.2166603803634644
46,0.7786259651184082,0.8461378812789917,0.7017543911933899,1.2022987604141235
47,0.8244274854660034,0.7105466723442078,0.7894737124443054,1.116807460784912
48,0.732824444770813,0.8149495124816895,0.7368420958518982,1.2809945344924927
49,0.7862595319747925,0.6700418591499329,0.719298243522644,1.1314115524291992
50,0.7557252049446106,0.7532935738563538,0.7368420958518982,1.081741452217102
51,0.8167939186096191,0.6652207374572754,0.7543859481811523,1.0126354694366455
52,0.7709923386573792,0.7946805357933044,0.8070175647735596,0.9938496351242065
53,0.6564885377883911,0.9722269177436829,0.7368420958518982,1.1200768947601318
54,0.7480915784835815,0.7768719792366028,0.7543859481811523,1.0574990510940552
55,0.7480915784835815,0.7680400609970093,0.7894737124443054,0.9986435174942017
56,0.8244274854660034,0.6255769729614258,0.7368420958518982,1.0189701318740845
57,0.8244274854660034,0.6593691110610962,0.7543859481811523,0.9566044211387634
58,0.8549618124961853,0.5439843535423279,0.7894737124443054,0.9134837985038757
59,0.8396946787834167,0.622115969657898,0.7894737124443054,0.9280895590782166
60,0.8702290058135986,0.4590008854866028,0.8070175647735596,0.8560569286346436
61,0.7862595319747925,0.6913381814956665,0.7894737124443054,0.8393158316612244
62,0.9007633328437805,0.431670218706131,0.7894737124443054,0.8552195429801941
63,0.7404580116271973,0.7061487436294556,0.7894737124443054,0.8662887215614319
64,0.8091602921485901,0.5478909611701965,0.7543859481811523,0.8806164860725403
65,0.8167939186096191,0.6095744371414185,0.7894737124443054,0.8963093757629395
66,0.8091602921485901,0.5850045680999756,0.7894737124443054,0.8061345219612122
67,0.8015267252922058,0.5864713191986084,0.8070175647735596,0.8027744889259338
68,0.8167939186096191,0.6208906173706055,0.8245614171028137,0.7536330223083496
69,0.8625954389572144,0.5016908049583435,0.8771929740905762,0.706375777721405
70,0.8167939186096191,0.582955539226532,0.8421052694320679,0.6943762302398682
71,0.8625954389572144,0.5376424789428711,0.8421052694320679,0.6653068661689758
72,0.8931297659873962,0.3879733681678772,0.8245614171028137,0.6314900517463684
73,0.8320610523223877,0.4810909628868103,0.8070175647735596,0.7256348133087158
74,0.7862595319747925,0.6436983942985535,0.8421052694320679,0.7187345623970032
75,0.847328245639801,0.4806968867778778,0.8947368264198303,0.6511135697364807
76,0.8320610523223877,0.5111330151557922,0.8421052694320679,0.6839673519134521
77,0.8244274854660034,0.5161999464035034,0.8421052694320679,0.6985731720924377
78,0.885496199131012,0.37786349654197693,0.8771929740905762,0.6890982389450073
79,0.885496199131012,0.3741537630558014,0.8070175647735596,0.6484277248382568
80,0.9007633328437805,0.3865092992782593,0.8421052694320679,0.6868390440940857
81,0.8549618124961853,0.4833899736404419,0.859649121761322,0.6429924368858337
82,0.8320610523223877,0.40343019366264343,0.8771929740905762,0.593169629573822
83,0.8549618124961853,0.4947124123573303,0.859649121761322,0.5766085982322693
84,0.8778625726699829,0.43710947036743164,0.859649121761322,0.5904041528701782
85,0.8396946787834167,0.4674948453903198,0.859649121761322,0.6007995009422302
86,0.8396946787834167,0.44941309094429016,0.8771929740905762,0.6342031955718994
87,0.8702290058135986,0.3463701009750366,0.859649121761322,0.6091492176055908
88,0.8778625726699829,0.3987395167350769,0.8245614171028137,0.7133224010467529
89,0.8702290058135986,0.4757467806339264,0.8947368264198303,0.5731909871101379
90,0.8625954389572144,0.4703090190887451,0.859649121761322,0.6547762155532837
91,0.8625954389572144,0.36297038197517395,0.8771929740905762,0.5984420776367188
92,0.885496199131012,0.46996012330055237,0.8771929740905762,0.5532045960426331
93,0.9007633328437805,0.2946588397026062,0.8421052694320679,0.5996068716049194
94,0.847328245639801,0.5074592232704163,0.8771929740905762,0.5105576515197754
95,0.9389312863349915,0.23631565272808075,0.8771929740905762,0.5819845795631409
96,0.8931297659873962,0.33087214827537537,0.859649121761322,0.5679599046707153
97,0.9236640930175781,0.2940281629562378,0.8947368264198303,0.5365971326828003
98,0.8702290058135986,0.44996771216392517,0.8421052694320679,0.574587881565094
99,0.8778625726699829,0.45610031485557556,0.8771929740905762,0.5422045588493347
100,0.8549618124961853,0.4327339828014374,0.859649121761322,0.5341520309448242
101,0.8244274854660034,0.489418625831604,0.8771929740905762,0.4959028363227844
102,0.8625954389572144,0.40977320075035095,0.9298245906829834,0.470508337020874
103,0.9007633328437805,0.37783709168434143,0.9122806787490845,0.49089398980140686
104,0.8931297659873962,0.350965678691864,0.9298245906829834,0.48175495862960815
105,0.9236640930175781,0.21525318920612335,0.9122806787490845,0.4405098259449005
106,0.9007633328437805,0.29421481490135193,0.9298245906829834,0.42511478066444397
107,0.9389312863349915,0.2019791305065155,0.9298245906829834,0.39389753341674805
108,0.8931297659873962,0.3336385488510132,0.9298245906829834,0.3916865587234497
109,0.9083969593048096,0.29721951484680176,0.8947368264198303,0.48080727458000183
110,0.8931297659873962,0.4222363233566284,0.8771929740905762,0.4662993848323822
111,0.7633587718009949,0.8513762950897217,0.8771929740905762,0.6176754236221313
112,0.847328245639801,0.5096065402030945,0.859649121761322,0.6173524856567383
113,0.7938931584358215,0.7491274476051331,0.8421052694320679,0.591327428817749
114,0.7786259651184082,0.7056116461753845,0.8947368264198303,0.5494492650032043
115,0.8320610523223877,0.5309926271438599,0.9122806787490845,0.5789772272109985
116,0.847328245639801,0.4413033425807953,0.8771929740905762,0.6223318576812744
117,0.9007633328437805,0.400307834148407,0.859649121761322,0.5738433003425598
118,0.8931297659873962,0.4021771252155304,0.8245614171028137,0.6368204951286316
119,0.885496199131012,0.4526830315589905,0.8771929740905762,0.5088931322097778
120,0.885496199131012,0.4810807704925537,0.8947368264198303,0.5838476419448853
121,0.8931297659873962,0.35350728034973145,0.859649121761322,0.5415875911712646
122,0.8320610523223877,0.4712338447570801,0.8771929740905762,0.48345378041267395
123,0.8549618124961853,0.4985065162181854,0.8771929740905762,0.5083733797073364
124,0.885496199131012,0.44294437766075134,0.8771929740905762,0.5487169027328491
125,0.8167939186096191,0.5806630253791809,0.8947368264198303,0.5101178288459778
126,0.885496199131012,0.41963958740234375,0.8947368264198303,0.49900567531585693
127,0.885496199131012,0.36764267086982727,0.8771929740905762,0.5125690698623657
128,0.8549618124961853,0.3891402781009674,0.8771929740905762,0.5278852581977844
129,0.9083969593048096,0.24956442415714264,0.8947368264198303,0.5408998727798462
130,0.9160305261611938,0.30552464723587036,0.9122806787490845,0.47381791472435
131,0.8931297659873962,0.2920619249343872,0.9122806787490845,0.4229259192943573
132,0.8549618124961853,0.4820779860019684,0.9122806787490845,0.4117639362812042
133,0.9007633328437805,0.3285261392593384,0.8947368264198303,0.4617556929588318
134,0.9312977194786072,0.2865389883518219,0.8947368264198303,0.5153103470802307
135,0.8931297659873962,0.2889806926250458,0.8771929740905762,0.52735835313797
136,0.8778625726699829,0.3658314645290375,0.859649121761322,0.5910779237747192
137,0.8625954389572144,0.3980022370815277,0.859649121761322,0.5034446120262146
138,0.9007633328437805,0.27416419982910156,0.859649121761322,0.5120997428894043
139,0.9083969593048096,0.30830079317092896,0.8771929740905762,0.5990234613418579
140,0.9083969593048096,0.3241490125656128,0.859649121761322,0.690971314907074
141,0.8549618124961853,0.49558502435684204,0.8421052694320679,0.6296331882476807
142,0.8702290058135986,0.34689852595329285,0.859649121761322,0.5264107584953308
143,0.9236640930175781,0.23319214582443237,0.859649121761322,0.5190852284431458
144,0.8244274854660034,0.5474198460578918,0.8245614171028137,0.5875962972640991
145,0.8931297659873962,0.31781405210494995,0.859649121761322,0.5948074460029602
146,0.8702290058135986,0.38861626386642456,0.859649121761322,0.5625341534614563
147,0.8549618124961853,0.3932269215583801,0.859649121761322,0.6457349061965942
148,0.9236640930175781,0.305691659450531,0.8245614171028137,0.6435016989707947
149,0.8931297659873962,0.31542009115219116,0.8947368264198303,0.5723233222961426
150,0.9007633328437805,0.3652701675891876,0.859649121761322,0.47845327854156494
151,0.9007633328437805,0.32186436653137207,0.8947368264198303,0.48321107029914856
152,0.885496199131012,0.3975597321987152,0.8947368264198303,0.46808671951293945
153,0.9312977194786072,0.24392373859882355,0.8771929740905762,0.4995753765106201
154,0.8931297659873962,0.2765350937843323,0.9122806787490845,0.45168471336364746
155,0.9236640930175781,0.22037090361118317,0.9122806787490845,0.509833574295044
156,0.8778625726699829,0.344447523355484,0.8947368264198303,0.4857035279273987
157,0.9465649127960205,0.21995943784713745,0.8947368264198303,0.4878966212272644
158,0.9389312863349915,0.2119169682264328,0.8947368264198303,0.49894165992736816
159,0.9007633328437805,0.22163280844688416,0.9122806787490845,0.4948936998844147
